0.0787037,0.3963458,0.0,4,rectangleH
0.19907407,0.3963458,0.0,4,rectangleH
0.31944445,0.3963458,0.0,4,rectangleH
0.4398148,0.3963458,0.0,4,rectangleH
0.5601852,0.3963458,0.0,4,rectangleH
0.6805556,0.3963458,0.0,4,rectangleH
0.0787037,0.4309715,0.0,3,rectangleH
0.19907407,0.4309715,0.0,3,rectangleH
0.31944445,0.4309715,0.0,3,rectangleH
0.4398148,0.4309715,0.0,3,rectangleH
0.5601852,0.4309715,0.0,3,rectangleH
0.6805556,0.4309715,0.0,4,rectangleH
0.0787037,0.46559733,0.0,2,rectangleH
0.19907407,0.46559733,0.0,2,rectangleH
0.31944445,0.46559733,0.0,2,rectangleH
0.4398148,0.46559733,0.0,2,rectangleH
0.5601852,0.46559733,0.0,3,rectangleH
0.6805556,0.46559733,0.0,4,rectangleH
0.0787037,0.50022304,0.0,1,rectangleH
0.19907407,0.50022304,0.0,1,rectangleH
0.31944445,0.50022304,0.0,1,rectangleH
0.4398148,0.50022304,0.0,2,rectangleH
0.5601852,0.50022304,0.0,3,rectangleH
0.6805556,0.50022304,0.0,4,rectangleH
0.31944445,0.53484905,0.0,1,rectangleH
0.4398148,0.53484905,0.0,2,rectangleH
0.5601852,0.53484905,0.0,3,rectangleH
0.6805556,0.53484905,0.0,4,rectangleH
0.31944445,0.569475,0.0,1,rectangleH
0.4398148,0.569475,0.0,2,rectangleH
0.5601852,0.569475,0.0,3,rectangleH
0.6805556,0.569475,0.0,4,rectangleH
0.31944445,0.60410106,0.0,1,rectangleH
0.4398148,0.60410106,0.0,2,rectangleH
0.5601852,0.60410106,0.0,3,rectangleH
0.6805556,0.60410106,0.0,4,rectangleH
0.31944445,0.70797896,0.0,4,rectangleH
0.4398148,0.70797896,0.0,4,rectangleH
0.5601852,0.70797896,0.0,4,rectangleH
0.6805556,0.70797896,0.0,4,rectangleH
0.8009259,0.70797896,0.0,4,rectangleH
0.92129624,0.70797896,0.0,4,rectangleH
0.31944445,0.74260473,0.0,4,rectangleH
0.4398148,0.74260473,0.0,3,rectangleH
0.5601852,0.74260473,0.0,3,rectangleH
0.6805556,0.74260473,0.0,3,rectangleH
0.8009259,0.74260473,0.0,3,rectangleH
0.92129624,0.74260473,0.0,3,rectangleH
0.31944445,0.7772306,0.0,4,rectangleH
0.4398148,0.7772306,0.0,3,rectangleH
0.5601852,0.7772306,0.0,2,rectangleH
0.6805556,0.7772306,0.0,2,rectangleH
0.8009259,0.7772306,0.0,2,rectangleH
0.92129624,0.7772306,0.0,2,rectangleH
0.31944445,0.8118567,0.0,4,rectangleH
0.4398148,0.8118567,0.0,3,rectangleH
0.5601852,0.8118567,0.0,2,rectangleH
0.6805556,0.8118567,0.0,1,rectangleH
0.8009259,0.8118567,0.0,1,rectangleH
0.92129624,0.8118567,0.0,1,rectangleH
0.31944445,0.84648246,0.0,4,rectangleH
0.4398148,0.84648246,0.0,3,rectangleH
0.5601852,0.84648246,0.0,2,rectangleH
0.6805556,0.84648246,0.0,1,rectangleH
0.31944445,0.8811083,0.0,4,rectangleH
0.4398148,0.8811083,0.0,3,rectangleH
0.5601852,0.8811083,0.0,2,rectangleH
0.6805556,0.8811083,0.0,1,rectangleH
0.31944445,0.91573423,0.0,4,rectangleH
0.4398148,0.91573423,0.0,3,rectangleH
0.5601852,0.91573423,0.0,2,rectangleH
0.6805556,0.91573423,0.0,1,rectangleH
