0.17500001,0.46539813,0.0,4,rectangleH
0.39166665,0.46539813,0.0,4,rectangleH
0.60833335,0.46539813,0.0,4,rectangleH
0.825,0.46539813,0.0,4,rectangleH
0.17500001,0.4933315,0.0,4,rectangleH
0.39166665,0.4933315,0.0,4,rectangleH
0.60833335,0.4933315,0.0,4,rectangleH
0.825,0.4933315,0.0,4,rectangleH
0.06666667,0.5631651,0.0,3,rectangleH
0.28333333,0.5631651,0.0,2,rectangleH
0.5,0.5631651,0.0,1,rectangleH
0.7166667,0.5631651,0.0,3,rectangleH
0.9333334,0.5631651,0.0,3,rectangleH
0.06666667,0.5910987,0.0,3,rectangleH
0.28333333,0.5910987,0.0,2,rectangleH
0.5,0.5910987,0.0,1,rectangleH
0.7166667,0.5910987,0.0,3,rectangleH
0.9333334,0.5910987,0.0,3,rectangleH
0.17500001,0.66093236,0.0,1,rectangleH
0.39166665,0.66093236,0.0,2,rectangleH
0.60833335,0.66093236,0.0,3,rectangleH
0.825,0.66093236,0.0,4,rectangleH
0.17500001,0.6888659,0.0,1,rectangleH
0.39166665,0.6888659,0.0,2,rectangleH
0.60833335,0.6888659,0.0,3,rectangleH
0.825,0.6888659,0.0,4,rectangleH
0.06666667,0.7586994,0.0,4,rectangleH
0.28333333,0.7586994,0.0,1,rectangleH
0.5,0.7586994,0.0,4,rectangleH
0.7166667,0.7586994,0.0,1,rectangleH
0.9333334,0.7586994,0.0,4,rectangleH
0.06666667,0.7866331,0.0,4,rectangleH
0.28333333,0.7866331,0.0,1,rectangleH
0.5,0.7866331,0.0,4,rectangleH
0.7166667,0.7866331,0.0,1,rectangleH
0.9333334,0.7866331,0.0,4,rectangleH
0.17500001,0.8564667,0.0,3,rectangleH
0.39166665,0.8564667,0.0,2,rectangleH
0.60833335,0.8564667,0.0,2,rectangleH
0.825,0.8564667,0.0,3,rectangleH
0.17500001,0.8844003,0.0,3,rectangleH
0.39166665,0.8844003,0.0,2,rectangleH
0.60833335,0.8844003,0.0,2,rectangleH
0.825,0.8844003,0.0,3,rectangleH
0.06666667,0.954234,0.0,2,rectangleH
0.28333333,0.954234,0.0,1,rectangleH
0.5,0.954234,0.0,3,rectangleH
0.7166667,0.954234,0.0,1,rectangleH
0.9333334,0.954234,0.0,2,rectangleH
0.06666667,0.9821675,0.0,2,rectangleH
0.28333333,0.9821675,0.0,1,rectangleH
0.5,0.9821675,0.0,3,rectangleH
0.7166667,0.9821675,0.0,1,rectangleH
0.9333334,0.9821675,0.0,2,rectangleH
